Order_ID,Date,Customer_ID,Gender,Age,City,Region,Store,Category,Product,Quantity,Unit_Price,Discount,Sales,Cost,Profit,Payment_Mode,Customer_Rating,Delivery_Days
ORD100498,2024-06-30,CUST1073,Male,35,Vijayawada,South,Online,Electronics,Smartphone,2,37673.66,0.145,64421.96,47697.3,16724.66,Net Banking,4.8,5.0
ORD100499,2024-06-30,CUST1259,Female,26,Vijayawada,South,Store D,Electronics,Headphones,1,33504.61,0.058,31561.34,24819.6,6741.74,Debit Card,3.6,6.0
ORD100500,2024-07-01,CUST1358,Female,22,Mumbai,West,Store B,Electronics,Tablet,3,25740.39,0.012,76294.52,57876.57,18417.94,Net Banking,3.3,5.0
ORD100501,2024-07-01,CUST1148,Male,47,Guntur,South,Online,Grocery,Juice,6,450.23,0.236,2063.85,1770.26,293.6,UPI,3.9,7.0
ORD100502,2024-07-01,CUST1225,Female,29,Hyderabad,South,Store A,Electronics,Tablet,2,14299.86,0.078,26368.94,19692.15,6676.79,Net Banking,3.7,3.0
ORD100503,2024-07-02,CUST1105,Female,35,Bengaluru,South,Store A,Beauty,Moisturizer,2,1308.69,0.111,2326.85,1489.83,837.02,Debit Card,4.3,1.0
ORD100504,2024-07-02,CUST1556,Male,46,Chennai,South,Store D,Home & Kitchen,Mixer,6,2384.78,0.029,13893.73,9683.6,4210.13,Cash,4.0,6.0
ORD100505,2024-07-03,CUST1356,Male,30,Mumbai,West,Store C,Home & Kitchen,Lamp,4,2706.87,0.209,8564.54,5932.48,2632.06,Debit Card,4.3,7.0
ORD100506,2024-07-03,CUST1538,Female,34,Bengaluru,South,Online,Electronics,Smartphone,4,16664.78,0.007,66192.51,51080.01,15112.5,Cash,3.8,1.0
ORD100507,2024-07-03,CUST1261,Male,35,Mumbai,West,Store C,Grocery,Juice,5,430.94,0.208,1706.52,1482.04,224.48,Credit Card,3.6,7.0
ORD100508,2024-07-04,CUST1571,Female,43,Guntur,South,Store A,Grocery,Coffee,5,495.8,0.035,2392.24,2044.04,348.19,Debit Card,3.7,6.0
ORD100509,2024-07-04,CUST1573,Male,41,Visakhapatnam,South,Online,Beauty,Shampoo,2,1295.77,0.222,2016.22,1256.7,759.52,Net Banking,5.0,5.0
ORD100510,2024-07-04,CUST1070,Female,33,Visakhapatnam,South,Store D,Electronics,Smartwatch,7,20796.45,0.182,119080.47,90173.66,28906.81,Cash,4.1,7.0
ORD100511,2024-07-05,CUST1447,Female,36,Guntur,South,Store B,Home & Kitchen,Cookware Set,2,4569.28,0.041,8763.88,5934.14,2829.74,Net Banking,2.9,2.0
ORD100512,2024-07-05,CUST1447,Female,31,Chennai,South,Online,Grocery,Snacks,5,468.77,0.141,2013.37,1764.18,249.18,Cash,3.7,1.0
ORD100513,2024-07-05,CUST1257,Male,19,Pune,West,Store C,Electronics,Laptop,6,19485.94,0.078,107796.22,82381.37,25414.85,Debit Card,4.1,1.0
ORD100514,2024-07-06,CUST1531,Female,38,Guntur,South,Store D,Grocery,Rice,5,533.94,0.045,2549.56,2256.26,293.31,Debit Card,5.0,5.0
ORD100515,2024-07-06,CUST1119,Male,56,Mumbai,West,Store C,Grocery,Coffee,2,794.53,0.215,1247.41,1095.9,151.51,Net Banking,4.6,1.0
ORD100516,2024-07-07,CUST1066,Female,25,Chennai,South,Online,Home & Kitchen,Mixer,3,3835.16,0.101,10343.43,6975.74,3367.69,Debit Card,3.5,3.0
ORD100517,2024-07-07,CUST1245,Female,26,Vijayawada,South,Online,Clothing,Dress,2,1618.57,0.1,2913.43,1747.96,1165.47,Net Banking,5.0,5.0
ORD100518,2024-07-07,CUST1057,Female,25,Guntur,South,Store D,Beauty,Moisturizer,3,665.39,0.042,1912.33,1254.42,657.91,UPI,4.0,1.0
ORD100519,2024-07-08,CUST1044,Female,43,Chennai,South,Store A,Beauty,Moisturizer,3,1123.21,0.096,3046.15,1997.24,1048.91,Cash,4.7,1.0
ORD100520,2024-07-08,CUST1524,Female,40,Guntur,South,Online,Home & Kitchen,Mixer,2,3734.93,0.218,5841.43,3874.49,1966.94,Net Banking,3.4,1.0
ORD100521,2024-07-08,CUST1424,Male,33,Guntur,South,Store D,Grocery,Coffee,7,441.86,0.091,2811.56,2483.62,327.93,Cash,2.7,5.0
ORD100522,2024-07-09,CUST1536,Male,25,Pune,West,Store D,Electronics,Laptop,7,13342.31,0.238,71167.88,54459.61,16708.27,UPI,3.2,2.0
ORD100523,2024-07-09,CUST1395,Male,36,Pune,West,Store C,Grocery,Coffee,1,372.42,0.237,284.16,245.08,39.08,Cash,2.2,4.0
ORD100524,2024-07-09,CUST1450,Female,18,Mumbai,West,Online,Home & Kitchen,Lamp,5,4954.54,0.036,23880.88,16711.0,7169.88,Net Banking,5.0,7.0
ORD100525,2024-07-10,CUST1257,Female,37,Chennai,South,Online,Beauty,Moisturizer,7,1701.9,0.044,11389.11,7465.46,3923.66,Debit Card,4.1,6.0
ORD100526,2024-07-10,CUST1361,Male,45,Chennai,South,Store A,Grocery,Cooking Oil,4,367.0,0.216,1150.91,1001.39,149.52,Cash,3.5,7.0
ORD100527,2024-07-11,CUST1380,Female,21,Hyderabad,South,Store C,Beauty,Moisturizer,2,1435.46,0.098,2589.57,1671.44,918.13,Cash,4.2,1.0
ORD100528,2024-07-11,CUST1443,Female,18,Guntur,South,Online,Electronics,Headphones,3,16749.99,0.001,50199.72,38575.09,11624.64,UPI,4.1,7.0
ORD100529,2024-07-11,CUST1534,Female,52,Visakhapatnam,South,Store A,Beauty,Moisturizer,2,1691.51,0.068,3152.97,2003.37,1149.6,Credit Card,4.3,4.0
ORD100530,2024-07-12,CUST1474,Male,28,Guntur,South,Online,Beauty,Shampoo,5,1285.83,0.149,5471.21,3498.1,1973.11,Debit Card,4.7,4.0
ORD100531,2024-07-12,CUST1157,Male,47,Guntur,South,Store D,Clothing,Jeans,6,2274.82,0.2,10919.14,6659.91,4259.23,Net Banking,3.8,1.0
ORD100532,2024-07-12,CUST1089,Male,33,Chennai,South,Store D,Clothing,T-Shirt,7,942.45,0.033,6379.44,3931.54,2447.9,UPI,3.5,1.0
ORD100533,2024-07-13,CUST1202,Male,33,Guntur,South,Store B,Clothing,Shoes,7,2138.82,0.028,14552.53,8963.03,5589.51,Net Banking,4.5,6.0
ORD100534,2024-07-13,CUST1462,Male,40,Bengaluru,South,Store B,Beauty,Moisturizer,7,1197.31,0.231,6445.12,4077.71,2367.41,Net Banking,4.4,4.0
ORD100535,2024-07-14,CUST1481,Female,25,Guntur,South,Online,Home & Kitchen,Mixer,3,4351.93,0.188,10601.3,7226.63,3374.67,Cash,4.1,2.0
ORD100536,2024-07-14,CUST1557,Female,36,Bengaluru,South,Store B,Beauty,Lip Balm,4,1520.2,0.147,5186.92,3300.27,1886.65,UPI,5.0,4.0
ORD100537,2024-07-14,CUST1454,Female,31,Pune,West,Online,Home & Kitchen,Chair,4,3565.78,0.192,11524.6,7907.57,3617.03,UPI,3.8,2.0
ORD100538,2024-07-15,CUST1470,Female,20,Visakhapatnam,South,Store C,Home & Kitchen,Bedsheet,7,2899.17,0.107,18122.71,11963.58,6159.13,Debit Card,3.5,7.0
ORD100539,2024-07-15,CUST1380,Male,39,Mumbai,West,Store A,Clothing,Dress,4,2189.85,0.19,7095.11,4390.0,2705.12,Credit Card,4.2,3.0
ORD100540,2024-07-15,CUST1401,Male,32,Chennai,South,Store A,Grocery,Cooking Oil,6,490.98,0.093,2671.91,2303.29,368.63,Net Banking,3.6,2.0
ORD100541,2024-07-16,CUST1079,Female,33,Guntur,South,Store D,Electronics,Smartphone,7,18890.51,0.061,124167.32,93839.53,30327.79,Debit Card,4.3,6.0
ORD100542,2024-07-16,CUST1551,Male,22,Bengaluru,South,Online,Clothing,Jacket,1,1339.92,0.182,1096.05,677.45,418.61,Debit Card,3.5,5.0
ORD100543,2024-07-16,CUST1386,Female,53,Bengaluru,South,Store C,Clothing,T-Shirt,3,1061.42,0.105,2849.91,1716.53,1133.39,Net Banking,3.8,7.0
ORD100544,2024-07-17,CUST1343,Female,45,Pune,West,Store B,Grocery,Juice,6,423.46,0.245,1918.27,1660.3,257.97,Cash,5.0,1.0
ORD100545,2024-07-17,CUST1445,Female,46,Bengaluru,South,Store B,Electronics,Smartwatch,3,32718.84,0.087,89616.9,68902.78,20714.12,Cash,3.8,3.0
ORD100546,2024-07-18,CUST1052,Female,32,Mumbai,West,Store C,Beauty,Shampoo,7,1262.24,0.23,6803.47,4392.9,2410.57,Net Banking,3.6,4.0
ORD100547,2024-07-18,CUST1251,Male,18,Vijayawada,South,Store C,Beauty,Face Wash,6,1014.58,0.233,4669.1,3044.09,1625.0,UPI,4.6,2.0
ORD100548,2024-07-18,CUST1329,Female,56,Hyderabad,South,Online,Clothing,Jacket,7,2202.43,0.06,14491.99,9017.63,5474.36,Credit Card,3.4,3.0
ORD100549,2024-07-19,CUST1494,Male,34,Mumbai,West,Store C,Electronics,Smartphone,6,19172.66,0.2,92028.77,70544.5,21484.27,Cash,3.6,7.0
ORD100550,2024-07-19,CUST1350,Female,27,Visakhapatnam,South,Store C,Clothing,Jacket,7,1847.68,0.108,11536.91,7172.98,4363.93,Credit Card,4.3,5.0
ORD100551,2024-07-19,CUST1459,Female,40,Mumbai,West,Store A,Home & Kitchen,Chair,1,3320.37,0.229,2560.01,1762.35,797.66,Debit Card,4.5,
ORD100552,2024-07-20,CUST1498,Female,48,Pune,West,Online,Clothing,Shoes,3,2189.57,0.113,5826.45,3509.84,2316.61,Debit Card,4.7,6.0
ORD100553,2024-07-20,CUST1125,Female,35,Pune,West,Store B,Clothing,Jeans,6,1011.39,0.186,4939.63,3013.31,1926.32,Net Banking,3.6,4.0
ORD100554,2024-07-20,CUST1204,Male,49,Mumbai,West,Store A,Beauty,Shampoo,1,902.43,0.117,796.85,524.55,272.3,Net Banking,4.3,4.0
ORD100555,2024-07-21,CUST1021,Female,47,Guntur,South,Store D,Beauty,Moisturizer,2,626.61,0.057,1181.79,722.85,458.94,Net Banking,3.7,2.0
ORD100556,2024-07-21,CUST1590,Male,23,Vijayawada,South,Store D,Beauty,Face Wash,7,1109.14,0.05,7375.78,4708.59,2667.19,Cash,3.7,5.0
ORD100557,2024-07-22,CUST1563,Female,28,Guntur,South,Store C,Home & Kitchen,Lamp,5,4711.43,0.106,21060.09,14623.05,6437.05,Credit Card,4.7,1.0
ORD100558,2024-07-22,CUST1362,Female,46,Guntur,South,Store C,Beauty,Shampoo,6,1023.09,0.189,4978.36,3180.8,1797.56,Debit Card,3.7,1.0
ORD100559,2024-07-22,CUST1361,Female,18,Mumbai,West,Online,Electronics,Tablet,4,21425.21,0.151,72760.01,54894.48,17865.53,Credit Card,,4.0
ORD100560,2024-07-23,CUST1116,Male,33,Chennai,South,Store B,Grocery,Cooking Oil,1,630.76,0.172,522.27,450.2,72.07,Cash,4.1,7.0
ORD100561,2024-07-23,CUST1055,Female,19,Chennai,South,Online,Electronics,Tablet,1,32479.85,0.071,30173.78,22786.31,7387.47,Credit Card,3.4,7.0
ORD100562,2024-07-23,CUST1292,Female,30,Chennai,South,Store D,Electronics,Headphones,6,24380.0,0.12,128726.4,97886.39,30840.01,Credit Card,4.5,5.0
ORD100563,2024-07-24,CUST1051,Female,32,Vijayawada,South,Store C,Beauty,Shampoo,1,1439.65,0.011,1423.81,900.03,523.78,Net Banking,4.3,4.0
ORD100564,2024-07-24,CUST1254,Female,31,Guntur,South,Store C,Grocery,Juice,2,338.46,0.204,538.83,472.64,66.19,Credit Card,2.9,1.0
ORD100565,2024-07-24,CUST1492,Female,29,Hyderabad,South,Store B,Grocery,Rice,1,706.7,0.247,532.15,469.37,62.78,Credit Card,4.2,4.0
ORD100566,2024-07-25,CUST1573,Male,23,Visakhapatnam,South,Online,Grocery,Snacks,5,822.31,0.102,3692.17,3167.64,524.53,Credit Card,3.6,2.0
ORD100567,2024-07-25,CUST1225,Male,60,Chennai,South,Store C,Home & Kitchen,Bedsheet,5,4021.22,,20045.78,13290.94,6754.84,UPI,4.6,7.0
ORD100568,2024-07-26,CUST1469,Female,56,Chennai,South,Store B,Beauty,Face Wash,7,470.48,0.042,3155.04,2000.19,1154.85,Debit Card,3.2,7.0
ORD100569,2024-07-26,CUST1103,Female,22,Pune,West,Store D,Grocery,Juice,7,416.27,0.163,2438.93,2090.53,348.4,Debit Card,3.8,6.0
ORD100570,2024-07-26,CUST1048,Male,52,Guntur,South,Online,Home & Kitchen,Chair,4,4112.83,0.153,13934.27,9561.52,4372.74,Credit Card,4.2,2.0
ORD100571,2024-07-27,CUST1342,Female,31,Guntur,South,Store C,Clothing,T-Shirt,2,1589.26,0.197,2552.35,1553.75,998.61,Net Banking,4.0,6.0
ORD100572,2024-07-27,CUST1233,Male,36,Vijayawada,South,Online,Clothing,Shoes,5,2436.1,0.063,11413.13,6978.17,4434.96,Net Banking,4.4,5.0
ORD100573,2024-07-27,CUST1582,Female,34,Vijayawada,South,Store B,Home & Kitchen,Mixer,6,4088.16,0.191,19843.93,13617.91,6226.02,Net Banking,3.2,1.0
ORD100574,2024-07-28,CUST1559,Female,28,Chennai,South,Store A,Home & Kitchen,Mixer,3,2793.52,0.172,6939.1,4798.34,2140.77,Debit Card,4.9,5.0
ORD100575,2024-07-28,CUST1228,Male,46,Guntur,South,Store B,Beauty,Shampoo,3,1211.29,0.081,3339.53,2113.38,1226.14,Cash,4.3,5.0
ORD100576,2024-07-28,CUST1522,Female,36,Hyderabad,South,Store C,Beauty,Lip Balm,3,887.16,0.136,2299.52,1436.37,863.14,Credit Card,4.7,1.0
ORD100577,2024-07-29,CUST1592,Male,30,Visakhapatnam,South,Store B,Clothing,Dress,7,1708.71,0.037,11518.41,7563.58,3954.84,Debit Card,4.5,3.0
ORD100578,2024-07-29,CUST1013,Male,21,Mumbai,West,Store A,Grocery,Cooking Oil,6,416.81,0.113,2218.26,1934.6,283.66,Net Banking,4.0,3.0
ORD100579,2024-07-30,CUST1499,Male,25,Guntur,South,Online,Clothing,T-Shirt,1,2387.38,0.22,1862.16,1148.99,713.17,Debit Card,3.3,4.0
ORD100580,2024-07-30,CUST1445,Female,18,Pune,West,Online,Grocery,Rice,6,817.4,0.105,4389.44,3833.97,555.47,Debit Card,3.7,3.0
ORD100581,2024-07-30,CUST1340,Male,35,Mumbai,West,Online,Grocery,Rice,1,285.32,0.21,225.4,193.41,31.99,Debit Card,4.9,2.0
ORD100582,2024-07-31,CUST1324,Male,22,Guntur,South,Store A,Beauty,Lip Balm,3,526.87,0.148,1346.68,875.33,471.35,Net Banking,4.8,7.0
ORD100583,2024-07-31,CUST1596,Female,32,Bengaluru,South,Store A,Electronics,Tablet,4,23283.79,0.048,88664.67,67578.48,21086.19,Cash,3.7,6.0
ORD100584,2024-07-31,CUST1598,Female,50,Vijayawada,South,Store A,Electronics,Smartphone,4,14371.09,0.145,49149.13,37414.7,11734.42,UPI,2.4,7.0
ORD100585,2024-08-01,CUST1157,Female,48,Pune,West,Online,Home & Kitchen,Chair,1,3546.21,0.126,3099.39,2103.27,996.11,Credit Card,3.9,5.0
ORD100586,2024-08-01,CUST1575,Female,35,Visakhapatnam,South,Online,Beauty,Shampoo,3,1462.13,0.1,3947.75,2460.74,1487.01,Credit Card,3.8,7.0
ORD100587,2024-08-01,CUST1431,Female,34,Chennai,South,Store C,Grocery,Snacks,6,724.12,0.03,4214.38,3750.8,463.57,Debit Card,3.9,4.0
ORD100588,2024-08-02,CUST1555,Female,56,Pune,West,Store A,Electronics,Laptop,4,26409.76,0.104,94652.58,70716.82,23935.76,Cash,4.3,5.0
ORD100589,2024-08-02,CUST1407,Male,41,Guntur,South,Store C,Grocery,Rice,1,471.03,0.018,462.55,388.06,74.5,Net Banking,4.5,1.0
ORD100590,2024-08-03,CUST1158,Female,31,Chennai,South,Store B,Electronics,Laptop,6,11151.31,0.025,65235.16,49388.76,15846.4,UPI,4.5,7.0
ORD100591,2024-08-03,CUST1185,Male,19,Guntur,South,Store C,Electronics,Smartphone,3,25183.3,0.104,67692.71,50556.1,17136.61,UPI,4.2,3.0
ORD100592,2024-08-03,CUST1491,Female,39,Chennai,South,Store D,Electronics,Smartphone,2,25499.01,0.076,47122.17,35779.51,11342.66,Debit Card,3.0,1.0
ORD100593,2024-08-04,CUST1536,Male,44,Visakhapatnam,South,Store D,Beauty,Face Wash,3,1423.63,0.231,3284.31,2127.98,1156.33,Debit Card,3.8,4.0
ORD100594,2024-08-04,CUST1357,Male,28,Vijayawada,South,Store A,Clothing,Jeans,7,1445.76,0.094,9169.01,5786.63,3382.38,Net Banking,5.0,6.0
ORD100595,2024-08-04,CUST1362,Female,38,Visakhapatnam,South,Store A,Grocery,Juice,3,434.74,0.189,1057.72,922.98,134.74,Net Banking,4.2,2.0
ORD100596,2024-08-05,CUST1224,Female,31,Bengaluru,South,Online,Beauty,Lip Balm,6,682.7,0.133,3551.41,2260.4,1291.01,Net Banking,4.2,3.0
ORD100597,2024-08-05,CUST1204,Male,33,Hyderabad,South,Store B,Beauty,Shampoo,6,398.05,0.176,1967.96,1260.62,707.34,Debit Card,4.2,1.0
ORD100598,2024-08-06,CUST1008,Female,18,Vijayawada,South,Store A,Beauty,Face Wash,5,812.03,0.065,3796.24,2447.43,1348.81,Cash,4.2,6.0
ORD100599,2024-08-06,CUST1472,Female,33,Visakhapatnam,South,Store B,Beauty,Shampoo,5,650.39,0.235,2487.74,1541.78,945.96,Debit Card,2.7,7.0
ORD100600,2024-08-06,CUST1172,Male,46,Bengaluru,South,Store A,Beauty,Shampoo,6,1317.85,0.133,6855.46,4432.55,2422.9,Debit Card,3.9,3.0
ORD100601,2024-08-07,CUST1096,Male,28,Hyderabad,South,Store C,Home & Kitchen,Cookware Set,6,2981.87,0.208,14169.85,9382.74,4787.1,UPI,4.0,5.0
ORD100602,2024-08-07,CUST1306,Male,36,Bengaluru,South,Online,Grocery,Snacks,2,419.26,0.091,762.21,679.58,82.64,Net Banking,4.7,2.0
ORD100603,2024-08-07,CUST1258,Female,27,Guntur,South,Store B,Beauty,Lip Balm,2,855.46,0.025,1668.15,1059.84,608.31,Credit Card,4.0,7.0
ORD100604,2024-08-08,CUST1474,Female,39,Mumbai,West,Store C,Grocery,Coffee,3,50.0,0.168,124.8,106.97,17.83,Net Banking,3.1,6.0
ORD100605,2024-08-08,CUST1300,Female,33,Guntur,South,Store D,Home & Kitchen,Chair,7,5008.31,0.002,34988.05,23462.25,11525.81,Cash,4.2,3.0
ORD100606,2024-08-08,CUST1465,Female,25,Chennai,South,Store C,Home & Kitchen,Bedsheet,4,2499.73,0.119,8809.05,5922.23,2886.82,Cash,3.6,7.0
ORD100607,2024-08-09,CUST1328,Male,50,Vijayawada,South,Online,Grocery,Cooking Oil,7,438.14,0.048,2919.76,2613.78,305.98,Net Banking,3.3,2.0
ORD100608,2024-08-09,CUST1110,Female,45,Guntur,South,Online,Electronics,Headphones,2,14815.75,0.157,24979.35,19305.65,5673.7,Net Banking,3.5,6.0
ORD100609,2024-08-10,CUST1129,Male,28,Pune,West,Store A,Clothing,Jacket,3,2285.97,0.245,5177.72,3120.67,2057.05,Debit Card,4.3,5.0
ORD100610,2024-08-10,CUST1137,Female,40,Bengaluru,South,Online,Electronics,Laptop,7,26004.0,0.116,160912.75,125604.89,35307.86,Credit Card,4.7,5.0
ORD100611,2024-08-10,CUST1539,Female,41,Vijayawada,South,Store C,Electronics,Tablet,1,19215.44,0.204,15295.49,11874.25,3421.24,Debit Card,4.3,1.0
ORD100612,2024-08-11,CUST1164,Male,42,Mumbai,West,Online,Electronics,Smartwatch,5,22254.39,0.127,97140.41,73453.02,23687.4,UPI,4.3,4.0
ORD100613,2024-08-11,CUST1349,Female,18,Pune,West,Store C,Beauty,Shampoo,7,1787.36,0.124,10960.09,7053.18,3906.91,UPI,4.3,1.0
ORD100614,2024-08-11,CUST1463,Female,46,Guntur,South,Online,Home & Kitchen,Chair,4,3427.03,0.233,10514.13,7147.68,3366.44,Cash,4.1,2.0
ORD100615,2024-08-12,CUST1504,Male,29,Chennai,South,Online,Electronics,Smartwatch,3,23727.87,0.222,55380.85,43583.89,11796.96,Cash,4.4,1.0
ORD100616,2024-08-12,CUST1151,Female,31,Visakhapatnam,South,Store B,Home & Kitchen,Lamp,7,2558.62,0.196,14399.91,9651.59,4748.32,Credit Card,2.7,6.0
ORD100617,2024-08-12,CUST1246,Male,64,Chennai,South,Store C,Grocery,Coffee,6,215.81,0.074,1199.04,1033.88,165.16,Cash,4.1,3.0
ORD100618,2024-08-13,CUST1110,Male,38,Pune,West,Online,Clothing,Dress,1,1719.98,0.136,1486.06,914.26,571.8,UPI,3.4,6.0
ORD100619,2024-08-13,CUST1585,Male,31,Hyderabad,South,Online,Grocery,Snacks,5,548.82,0.056,2590.43,2170.31,420.12,Credit Card,4.6,1.0
ORD100620,2024-08-14,CUST1275,Male,18,Guntur,South,Store A,Grocery,Juice,1,664.94,0.111,591.13,528.43,62.7,UPI,3.9,4.0
ORD100621,2024-08-14,CUST1067,Female,50,Pune,West,Store D,Beauty,Face Wash,3,413.03,0.121,1089.16,682.24,406.92,Net Banking,4.0,6.0
ORD100622,2024-08-14,CUST1050,Female,20,Hyderabad,South,Store B,Clothing,Jeans,2,1237.45,0.208,1960.12,1220.09,740.03,Net Banking,3.2,6.0
ORD100623,2024-08-15,CUST1515,Female,24,Hyderabad,South,Store A,Grocery,Coffee,5,412.89,0.224,1602.01,1334.56,267.45,Credit Card,4.6,6.0
ORD100624,2024-08-15,CUST1226,Male,31,Bengaluru,South,Store C,Grocery,Cooking Oil,1,499.48,0.104,447.53,382.11,65.42,Debit Card,4.3,4.0
ORD100625,2024-08-15,CUST1578,Female,51,Vijayawada,South,Store B,Clothing,T-Shirt,2,1727.48,0.004,3441.14,2149.71,1291.43,Cash,4.3,6.0
ORD100626,2024-08-16,CUST1506,Female,44,Bengaluru,South,Online,Clothing,Jeans,4,1739.16,0.215,5460.96,3335.53,2125.43,Credit Card,3.6,2.0
ORD100627,2024-08-16,CUST1155,Female,33,Guntur,South,Store B,Grocery,Rice,3,561.21,0.044,1609.55,1398.83,210.72,Cash,3.6,5.0
ORD100628,2024-08-16,CUST1480,Female,38,Hyderabad,South,Online,Clothing,Jacket,3,1348.35,0.155,3418.07,2108.94,1309.13,UPI,4.1,4.0
ORD100629,2024-08-17,CUST1111,Male,28,Mumbai,West,Store A,Grocery,Coffee,5,640.12,0.006,3181.4,2793.13,388.26,Debit Card,3.6,2.0
ORD100630,2024-08-17,CUST1483,Male,37,Pune,West,Store B,Grocery,Rice,1,565.02,0.1,508.52,448.05,60.47,Cash,4.2,4.0
ORD100631,2024-08-18,CUST1274,Female,36,Visakhapatnam,South,Store B,Beauty,Shampoo,4,1088.06,0.246,3281.59,2078.04,1203.55,Net Banking,2.8,4.0
ORD100632,2024-08-18,CUST1155,Male,46,Hyderabad,South,Store B,Electronics,Smartwatch,6,36206.36,0.025,211807.21,161195.81,50611.39,Net Banking,3.7,5.0
ORD100633,2024-08-18,CUST1167,Female,46,Pune,West,Store A,Grocery,Snacks,5,733.46,0.106,3278.57,2828.88,449.69,UPI,5.0,3.0
ORD100634,2024-08-19,CUST1019,Female,40,Mumbai,West,Store B,Home & Kitchen,Chair,6,4432.9,0.077,24549.4,16879.7,7669.7,Credit Card,4.2,2.0
ORD100635,2024-08-19,CUST1345,Female,31,Visakhapatnam,South,Store D,Electronics,Laptop,5,3870.1,0.226,14977.29,11385.68,3591.6,Cash,4.1,4.0
ORD100636,2024-08-19,CUST1569,Male,43,Bengaluru,South,Store B,Electronics,Headphones,1,36052.62,0.217,28229.2,21527.65,6701.55,UPI,5.0,7.0
ORD100637,2024-08-20,CUST1294,Female,34,Bengaluru,South,Store C,Electronics,Smartphone,4,30563.31,0.059,115040.3,87047.57,27992.73,Net Banking,2.7,4.0
ORD100638,2024-08-20,CUST1462,Male,23,Vijayawada,South,Store C,Beauty,Perfume,1,1902.24,0.02,1864.2,1195.56,668.64,Net Banking,3.6,1.0
ORD100639,2024-08-20,CUST1338,Male,31,Pune,West,Online,Grocery,Snacks,3,685.62,0.157,1733.93,1526.02,207.91,Net Banking,3.8,6.0
ORD100640,2024-08-21,CUST1452,Female,36,Hyderabad,South,Online,Beauty,Lip Balm,6,1752.42,0.084,9631.3,6235.72,3395.58,Debit Card,4.5,3.0
ORD100641,2024-08-21,CUST1344,Male,45,Chennai,South,Store C,Grocery,Snacks,2,631.8,0.168,1051.32,915.54,135.77,Debit Card,4.5,5.0
ORD100642,2024-08-22,CUST1085,Male,33,Bengaluru,South,Store B,Beauty,Perfume,7,1672.04,0.008,11610.65,7527.53,4083.12,Net Banking,3.5,7.0
ORD100643,2024-08-22,CUST1389,Female,22,Bengaluru,South,Store A,Beauty,Moisturizer,3,1897.94,0.033,5505.92,3514.04,1991.89,Credit Card,4.5,2.0
ORD100644,2024-08-22,CUST1227,Male,36,Vijayawada,South,Online,Home & Kitchen,Cookware Set,3,3716.55,0.172,9231.91,6313.73,2918.18,Debit Card,3.8,4.0
ORD100645,2024-08-23,CUST1286,Male,36,Visakhapatnam,South,Store A,Beauty,Moisturizer,6,649.72,0.053,3691.71,2316.54,1375.17,Cash,4.7,6.0
ORD100646,2024-08-23,CUST1284,Female,37,Vijayawada,South,Store B,Clothing,Dress,5,1646.27,0.214,6469.84,4102.91,2366.93,Debit Card,3.4,2.0
ORD100647,2024-08-23,CUST1109,Female,45,Mumbai,West,Store B,Home & Kitchen,Mixer,3,3889.95,0.015,11494.8,7424.91,4069.89,Cash,3.9,5.0
ORD100648,2024-08-24,CUST1135,Male,46,Hyderabad,South,Store B,Beauty,Moisturizer,7,1226.21,0.054,8119.96,5188.62,2931.34,Debit Card,3.7,3.0
ORD100649,2024-08-24,CUST1291,Female,28,Pune,West,Store A,Electronics,Tablet,4,16274.07,0.25,48822.21,37866.87,10955.34,Net Banking,4.6,1.0
ORD100650,2024-08-25,CUST1508,Female,28,Guntur,South,Online,Clothing,Shoes,3,984.47,0.108,2634.44,1593.26,1041.19,Cash,3.7,3.0
ORD100651,2024-08-25,CUST1029,Male,24,Guntur,South,Store A,Clothing,T-Shirt,4,1429.42,0.176,4711.37,2942.07,1769.3,Credit Card,4.0,1.0
ORD100652,2024-08-25,CUST1394,Male,43,Pune,West,Store D,Clothing,Jeans,1,2203.87,0.046,2102.49,1287.57,814.92,Debit Card,4.3,2.0
ORD100653,2024-08-26,CUST1027,Female,51,Visakhapatnam,South,Store A,Home & Kitchen,Cookware Set,5,5080.34,0.152,21540.64,14550.4,6990.24,Debit Card,4.3,3.0
ORD100654,2024-08-26,CUST1467,Male,32,Mumbai,West,Store A,Beauty,Moisturizer,4,1520.8,0.182,4976.06,3238.9,1737.16,Net Banking,4.5,3.0
ORD100655,2024-08-26,CUST1013,Female,32,Bengaluru,South,Online,Beauty,Moisturizer,3,1570.1,0.079,4338.19,2786.34,1551.85,Cash,4.1,3.0
ORD100656,2024-08-27,CUST1554,Female,51,Visakhapatnam,South,Store B,Electronics,Smartwatch,5,24434.29,0.207,96881.96,70934.07,25947.89,Net Banking,3.8,5.0
ORD100657,2024-08-27,CUST1445,Male,41,Bengaluru,South,Online,Electronics,Smartphone,7,12805.42,0.151,76102.61,56821.44,19281.17,Cash,3.8,2.0
ORD100658,2024-08-27,CUST1224,Male,40,Bengaluru,South,Store D,Clothing,Jacket,5,1572.39,0.097,7099.34,4478.87,2620.47,Debit Card,4.0,7.0
ORD100659,2024-08-28,CUST1463,Female,22,Guntur,South,Store A,Electronics,Tablet,4,23188.65,0.139,79861.71,61185.37,18676.34,Debit Card,4.1,1.0
